User_ID,Device_Model,Operating_System,App_Usage_Time,Screen_On_Time,Battery_Drain,Number_of_Apps_Installed,Data_Usage,Age,Gender,User_Behavior_Class,Battery_Intensity,User_Status,App_Distraction_Index,Battery_Stress_Score,Generation,Usage_Efficiency,Digital_Burnout_Score,User_Persona,Battery_Efficiency_Level,Extreme_Usage_Flag,Risk_Score,Addiction_Risk_Level
249,Xiaomi Mi 11,Android,168,4.0,866,22,581,50,Female,2,216.5,Casual,7.64,0.6709006928406467,Gen X / Boomers,0.7,0.88,Female - Gen X / Boomers,Low Drain,Normal,26.98037645174209,Low Risk
250,Google Pixel 5,Android,75,1.9,537,13,230,58,Female,1,282.63,Basic,5.77,0.42830540037243947,Gen X / Boomers,0.6578947368421053,0.25,Female - Gen X / Boomers,Low Drain,Normal,13.036043251902283,Low Risk
251,OnePlus 9,Android,42,1.4,324,13,272,29,Female,1,231.43,Basic,3.23,0.8395061728395061,Millennials,0.5,0.18,Female - Millennials,Low Drain,Normal,11.873982111867575,Low Risk
252,OnePlus 9,Android,441,7.9,2332,78,1477,23,Female,4,295.19,Heavy,5.65,0.6333619210977701,Gen Z,0.930379746835443,6.16,Female - Gen Z,High Drain,Normal,67.71499132292084,Medium Risk
253,Google Pixel 5,Android,523,10.5,2460,99,1787,22,Male,5,234.29,Addicted,5.28,0.7264227642276423,Gen Z,0.8301587301587302,10.4,Male - Gen Z,High Drain,Normal,86.46976371645975,High Risk
254,Xiaomi Mi 11,Android,100,2.4,982,31,478,48,Female,2,409.17,Casual,3.23,0.48676171079429736,Gen X / Boomers,0.6944444444444445,0.74,Female - Gen X / Boomers,Low Drain,Normal,23.13683086370311,Low Risk
255,OnePlus 9,Android,52,1.2,398,14,172,24,Female,1,331.67,Basic,3.71,0.4321608040201005,Gen Z,0.7222222222222223,0.17,Female - Gen Z,Low Drain,Normal,10.308904018155118,Low Risk
256,OnePlus 9,Android,397,7.0,2352,77,1101,46,Female,4,336.0,Heavy,5.16,0.46811224489795916,Gen X / Boomers,0.9452380952380952,5.39,Female - Gen X / Boomers,High Drain,Normal,59.89454011480443,Medium Risk
257,Xiaomi Mi 11,Android,424,7.7,1863,65,1116,52,Male,4,241.95,Heavy,6.52,0.5990338164251208,Gen X / Boomers,0.9177489177489176,5.0,Male - Gen X / Boomers,High Drain,Normal,58.77172607128554,Medium Risk
258,Xiaomi Mi 11,Android,272,5.0,1655,45,686,19,Female,3,331.0,Regular,6.04,0.41450151057401813,Gen Z,0.9066666666666666,2.25,Female - Gen Z,High Drain,Normal,38.54492057135229,Low Risk
259,Xiaomi Mi 11,Android,201,4.0,1791,50,914,18,Male,3,447.75,Regular,4.02,0.5103294249022893,Gen Z,0.8375,2.0,Male - Gen Z,High Drain,Normal,39.46602589774396,Low Risk
260,Xiaomi Mi 11,Android,570,9.0,2613,98,2497,49,Female,5,290.33,Addicted,5.82,0.9556065824722542,Gen X / Boomers,1.0555555555555556,8.82,Female - Gen X / Boomers,High Drain,Normal,89.6969696969697,High Risk
261,Xiaomi Mi 11,Android,64,1.3,490,14,151,43,Female,1,376.92,Basic,4.57,0.3081632653061224,Gen X / Boomers,0.8205128205128205,0.18,Female - Gen X / Boomers,Low Drain,Normal,10.389934588172473,Low Risk
262,iPhone 12,iOS,334,6.6,2394,68,1227,46,Female,4,362.73,Heavy,4.91,0.5125313283208021,Gen X / Boomers,0.8434343434343434,4.49,Female - Gen X / Boomers,High Drain,Normal,57.34775063409424,Medium Risk
263,iPhone 12,iOS,518,9.6,2954,93,2125,34,Female,5,307.71,Addicted,5.57,0.7193635748138117,Millennials,0.8993055555555556,8.93,Female - Millennials,High Drain,Normal,85.71245494593512,High Risk
264,Samsung Galaxy S21,Android,70,1.7,359,10,109,57,Male,1,211.18,Basic,7.0,0.30362116991643456,Gen X / Boomers,0.6862745098039217,0.17,Male - Gen X / Boomers,Low Drain,Normal,10.006541182752635,Low Risk
265,iPhone 12,iOS,334,6.8,2000,77,1079,40,Female,4,294.12,Heavy,4.34,0.5395,Millennials,0.8186274509803921,5.24,Female - Millennials,High Drain,Normal,58.963556267521014,Medium Risk
266,Xiaomi Mi 11,Android,563,8.4,2849,85,1508,25,Male,5,339.17,Addicted,6.62,0.5293085293085293,Millennials,1.1170634920634919,7.14,Male - Millennials,High Drain,Normal,71.87531704712322,High Risk
267,iPhone 12,iOS,181,4.1,1608,43,752,22,Female,3,392.2,Regular,4.21,0.46766169154228854,Gen Z,0.7357723577235773,1.76,Female - Gen Z,High Drain,Normal,35.7318115071419,Low Risk
268,OnePlus 9,Android,584,9.4,2766,84,2151,32,Male,5,294.26,Addicted,6.95,0.7776572668112798,Millennials,1.0354609929078014,7.9,Male - Millennials,High Drain,Normal,82.6308904018155,High Risk
269,Samsung Galaxy S21,Android,208,4.7,1642,45,861,55,Male,3,349.36,Regular,4.62,0.5243605359317906,Gen X / Boomers,0.7375886524822695,2.12,Male - Gen X / Boomers,High Drain,Normal,39.64744359898545,Low Risk
270,Samsung Galaxy S21,Android,381,6.6,2160,69,1450,20,Male,4,327.27,Heavy,5.52,0.6712962962962963,Gen Z,0.9621212121212122,4.55,Male - Gen Z,High Drain,Normal,60.329995995194224,Medium Risk
271,Xiaomi Mi 11,Android,426,6.5,1969,78,1266,53,Female,4,302.92,Heavy,5.46,0.6429659725749112,Gen X / Boomers,1.0923076923076922,5.07,Female - Gen X / Boomers,High Drain,Normal,60.51328260579362,Medium Risk
272,OnePlus 9,Android,284,4.2,1360,56,888,51,Male,3,323.81,Regular,5.07,0.6529411764705882,Gen X / Boomers,1.126984126984127,2.35,Male - Gen X / Boomers,Low Drain,Normal,41.63849953277266,Medium Risk
273,Google Pixel 5,Android,105,2.2,1002,29,453,31,Female,2,455.45,Casual,3.62,0.45209580838323354,Millennials,0.7954545454545454,0.64,Female - Millennials,Low Drain,Normal,21.563743158456816,Low Risk
274,Google Pixel 5,Android,179,2.3,1014,32,588,38,Male,2,440.87,Casual,5.59,0.5798816568047337,Millennials,1.2971014492753625,0.74,Male - Millennials,Low Drain,Normal,24.42811373648378,Low Risk
275,iPhone 12,iOS,122,2.6,639,37,568,35,Male,2,245.77,Casual,3.3,0.8888888888888888,Millennials,0.7820512820512819,0.96,Male - Millennials,Low Drain,Normal,26.70297690562008,Low Risk
276,OnePlus 9,Android,501,11.9,2702,88,1738,49,Male,5,227.06,Addicted,5.69,0.6432272390821614,Gen X / Boomers,0.7016806722689075,10.47,Male - Gen X / Boomers,High Drain,Extreme,87.2143906020558,High Risk
277,Xiaomi Mi 11,Android,269,5.9,1666,42,629,32,Female,3,282.37,Regular,6.4,0.37755102040816324,Millennials,0.7598870056497175,2.48,Female - Millennials,High Drain,Normal,39.95100787611801,Low Risk
278,Google Pixel 5,Android,230,4.4,1607,52,878,54,Male,3,365.23,Regular,4.42,0.5463596764156814,Gen X / Boomers,0.8712121212121212,2.29,Male - Gen X / Boomers,High Drain,Normal,40.972900814310506,Medium Risk
279,Xiaomi Mi 11,Android,85,1.6,417,12,122,47,Male,1,260.62,Basic,7.08,0.29256594724220625,Gen X / Boomers,0.8854166666666666,0.19,Male - Gen X / Boomers,Low Drain,Normal,10.435455880389801,Low Risk
280,Samsung Galaxy S21,Android,411,7.8,2029,75,1136,33,Female,4,260.13,Heavy,5.48,0.5598817151306063,Millennials,0.8782051282051282,5.85,Female - Millennials,High Drain,Normal,62.37565078093713,Medium Risk
281,Samsung Galaxy S21,Android,73,1.7,403,12,163,51,Male,1,237.06,Basic,6.08,0.4044665012406948,Gen X / Boomers,0.7156862745098039,0.2,Male - Gen X / Boomers,Low Drain,Normal,11.261380323054333,Low Risk
282,Xiaomi Mi 11,Android,39,1.7,530,11,268,26,Female,1,311.76,Basic,3.55,0.5056603773584906,Millennials,0.3823529411764706,0.19,Female - Millennials,Low Drain,Normal,12.219863836603924,Low Risk
283,iPhone 12,iOS,386,7.7,2114,72,1209,51,Male,4,274.55,Heavy,5.36,0.5719016083254493,Gen X / Boomers,0.8354978354978355,5.54,Male - Gen X / Boomers,High Drain,Normal,62.01027900146843,Medium Risk
284,Google Pixel 5,Android,49,1.3,542,16,169,54,Female,1,416.92,Basic,3.06,0.3118081180811808,Gen X / Boomers,0.6282051282051282,0.21,Female - Gen X / Boomers,Low Drain,Normal,11.212254705646778,Low Risk
285,Google Pixel 5,Android,411,6.9,1820,70,1024,43,Male,4,263.77,Heavy,5.87,0.5626373626373626,Gen X / Boomers,0.9927536231884057,4.83,Male - Gen X / Boomers,High Drain,Normal,56.51488452810039,Medium Risk
286,OnePlus 9,Android,534,10.8,2805,90,1538,37,Male,5,259.72,Addicted,5.93,0.5483065953654189,Millennials,0.8240740740740741,9.72,Male - Millennials,High Drain,Normal,81.75090108129756,High Risk
287,Samsung Galaxy S21,Android,314,7.4,2136,64,1376,47,Female,4,288.65,Heavy,4.91,0.6441947565543071,Gen X / Boomers,0.7072072072072072,4.74,Female - Gen X / Boomers,High Drain,Normal,60.59244426645307,Medium Risk
288,Xiaomi Mi 11,Android,211,4.0,1519,54,811,29,Female,3,379.75,Regular,3.91,0.5339038841342989,Millennials,0.8791666666666667,2.16,Female - Millennials,Low Drain,Normal,39.440662127886796,Low Risk
289,OnePlus 9,Android,121,3.7,619,36,473,47,Male,2,167.3,Casual,3.36,0.7641357027463651,Gen X / Boomers,0.545045045045045,1.33,Male - Gen X / Boomers,Low Drain,Normal,28.925243625684157,Low Risk
290,Google Pixel 5,Android,84,1.2,415,10,146,50,Male,1,345.83,Basic,8.4,0.35180722891566263,Gen X / Boomers,1.1666666666666667,0.12,Male - Gen X / Boomers,Low Drain,Normal,8.784407956214123,Low Risk
291,OnePlus 9,Android,448,7.6,2199,66,1047,28,Male,4,289.34,Heavy,6.79,0.4761255115961801,Millennials,0.9824561403508772,5.02,Male - Millennials,High Drain,Normal,57.91242824723001,Medium Risk
292,Google Pixel 5,Android,55,1.6,360,19,149,30,Male,1,225.0,Basic,2.89,0.41388888888888886,Millennials,0.5729166666666666,0.3,Male - Millennials,Low Drain,Normal,12.881057268722465,Low Risk
293,Google Pixel 5,Android,59,1.8,497,10,208,36,Female,1,276.11,Basic,5.9,0.41851106639839036,Millennials,0.5462962962962963,0.18,Female - Millennials,Low Drain,Normal,11.5293018288613,Low Risk
294,Xiaomi Mi 11,Android,226,4.5,1781,45,649,27,Female,3,395.78,Regular,5.02,0.36440202133632793,Millennials,0.837037037037037,2.02,Female - Millennials,High Drain,Normal,36.43372046455747,Low Risk
295,Samsung Galaxy S21,Android,580,8.5,2660,87,1795,52,Male,5,312.94,Addicted,6.67,0.674812030075188,Gen X / Boomers,1.1372549019607843,7.4,Male - Gen X / Boomers,High Drain,Normal,76.26284875183553,High Risk
296,OnePlus 9,Android,65,1.8,481,18,130,41,Male,1,267.22,Basic,3.61,0.2702702702702703,Gen X / Boomers,0.6018518518518517,0.32,Male - Gen X / Boomers,Low Drain,Normal,13.016419703644374,Low Risk
297,OnePlus 9,Android,458,6.6,2214,67,1163,31,Female,4,335.45,Heavy,6.84,0.525293586269196,Millennials,1.1565656565656568,4.42,Female - Millennials,High Drain,Normal,56.275797623815244,Medium Risk
298,iPhone 12,iOS,170,2.7,805,26,344,53,Female,2,298.15,Casual,6.54,0.42732919254658386,Gen X / Boomers,1.0493827160493827,0.7,Female - Gen X / Boomers,Low Drain,Normal,21.011747430249635,Low Risk
299,iPhone 12,iOS,264,5.2,1641,44,778,44,Male,3,315.58,Regular,6.0,0.4741011578305911,Gen X / Boomers,0.8461538461538461,2.29,Male - Gen X / Boomers,High Drain,Normal,40.01388332665866,Medium Risk
300,Xiaomi Mi 11,Android,122,3.3,748,35,499,59,Female,2,226.67,Casual,3.49,0.6671122994652406,Gen X / Boomers,0.6161616161616161,1.16,Female - Gen X / Boomers,Low Drain,Normal,27.6012548391403,Low Risk
301,Xiaomi Mi 11,Android,420,6.5,2113,65,1314,35,Male,4,325.08,Heavy,6.46,0.6218646474207288,Millennials,1.0769230769230769,4.22,Male - Millennials,High Drain,Normal,57.1505806968362,Medium Risk
302,iPhone 12,iOS,267,4.4,1505,59,971,38,Female,3,342.05,Regular,4.53,0.6451827242524917,Millennials,1.0113636363636362,2.6,Female - Millennials,Low Drain,Normal,44.2114537444934,Medium Risk
303,iPhone 12,iOS,469,6.0,2290,67,1086,34,Female,4,381.67,Heavy,7.0,0.474235807860262,Millennials,1.3027777777777778,4.02,Female - Millennials,High Drain,Normal,53.35068749165666,Medium Risk
304,iPhone 12,iOS,541,11.4,2443,89,1923,34,Female,5,214.3,Addicted,6.08,0.7871469504707327,Millennials,0.7909356725146199,10.15,Female - Millennials,High Drain,Normal,88.07342143906021,High Risk
305,iPhone 12,iOS,155,2.9,1117,22,322,19,Female,2,385.17,Casual,7.05,0.288272157564906,Gen Z,0.8908045977011495,0.64,Female - Gen Z,Low Drain,Normal,20.201975704178345,Low Risk
306,OnePlus 9,Android,106,2.8,686,32,594,27,Male,2,245.0,Casual,3.31,0.8658892128279884,Millennials,0.6309523809523809,0.9,Male - Millennials,Low Drain,Normal,26.166866906955008,Low Risk
307,OnePlus 9,Android,243,5.0,1232,47,877,43,Male,3,246.4,Regular,5.17,0.7118506493506493,Gen X / Boomers,0.8099999999999999,2.35,Male - Gen X / Boomers,Low Drain,Normal,41.44573488185823,Medium Risk
308,OnePlus 9,Android,410,7.5,2176,68,1213,45,Female,4,290.13,Heavy,6.03,0.5574448529411765,Gen X / Boomers,0.9111111111111111,5.1,Female - Gen X / Boomers,High Drain,Normal,60.17954879188359,Medium Risk
309,iPhone 12,iOS,285,5.1,1226,57,666,20,Female,3,240.39,Regular,5.0,0.5432300163132137,Gen Z,0.9313725490196079,2.91,Female - Gen Z,Low Drain,Normal,42.27432919503404,Medium Risk
310,OnePlus 9,Android,397,6.8,2027,66,1167,40,Male,4,298.09,Heavy,6.02,0.5757276763690182,Millennials,0.9730392156862745,4.49,Male - Millennials,High Drain,Normal,56.68749165665465,Medium Risk
311,Samsung Galaxy S21,Android,230,4.2,1507,51,868,25,Female,3,358.81,Regular,4.51,0.5759787657597877,Millennials,0.9126984126984127,2.14,Female - Millennials,Low Drain,Normal,39.88305967160593,Low Risk
312,iPhone 12,iOS,341,7.2,2397,68,1055,32,Female,4,332.92,Heavy,5.01,0.4401335002085941,Millennials,0.7893518518518519,4.9,Female - Millennials,High Drain,Normal,57.28127085836337,Medium Risk
313,Google Pixel 5,Android,132,2.9,1054,32,563,20,Male,2,363.45,Casual,4.12,0.5341555977229602,Gen Z,0.7586206896551725,0.93,Male - Gen Z,Low Drain,Normal,26.12775330396476,Low Risk
314,Xiaomi Mi 11,Android,130,3.0,820,21,308,49,Female,2,273.33,Casual,6.19,0.375609756097561,Gen X / Boomers,0.7222222222222222,0.63,Female - Gen X / Boomers,Low Drain,Normal,20.064076892270727,Low Risk
315,iPhone 12,iOS,281,4.9,1566,59,632,29,Male,3,319.59,Regular,4.76,0.40357598978288634,Millennials,0.95578231292517,2.89,Male - Millennials,High Drain,Normal,41.80523294620211,Medium Risk
316,OnePlus 9,Android,74,2.0,320,11,103,55,Female,1,160.0,Basic,6.73,0.321875,Gen X / Boomers,0.6166666666666667,0.22,Female - Gen X / Boomers,Low Drain,Normal,11.237484981978373,Low Risk
317,OnePlus 9,Android,299,4.3,1737,43,953,42,Female,3,403.95,Regular,6.95,0.5486470926885435,Gen X / Boomers,1.1589147286821706,1.85,Female - Gen X / Boomers,High Drain,Normal,38.813376051261514,Low Risk
318,Google Pixel 5,Android,116,2.2,827,29,434,28,Female,2,375.91,Casual,4.0,0.524788391777509,Millennials,0.8787878787878787,0.64,Female - Millennials,Low Drain,Normal,21.33546922974236,Low Risk
319,OnePlus 9,Android,408,6.6,2026,63,1076,47,Female,4,306.97,Heavy,6.48,0.5310957551826259,Gen X / Boomers,1.0303030303030303,4.16,Female - Gen X / Boomers,High Drain,Normal,54.01842210652784,Medium Risk
320,Google Pixel 5,Android,508,11.3,2590,81,2481,51,Male,5,229.2,Addicted,6.27,0.9579150579150579,Gen X / Boomers,0.7492625368731564,9.15,Male - Gen X / Boomers,High Drain,Normal,92.01989053530905,High Risk
321,iPhone 12,iOS,227,4.4,1275,56,984,22,Female,3,289.77,Regular,4.05,0.7717647058823529,Gen Z,0.8598484848484848,2.46,Female - Gen Z,Low Drain,Normal,43.45855026031238,Medium Risk
322,Google Pixel 5,Android,274,6.0,1489,56,666,57,Female,3,248.17,Regular,4.89,0.44728005372733376,Gen X / Boomers,0.7611111111111111,3.36,Female - Gen X / Boomers,Low Drain,Normal,44.97129889200374,Medium Risk
323,Google Pixel 5,Android,347,6.3,2001,61,1456,21,Female,4,317.62,Heavy,5.69,0.7276361819090454,Gen Z,0.917989417989418,3.84,Female - Gen Z,High Drain,Normal,56.97784007475637,Medium Risk
324,Xiaomi Mi 11,Android,76,1.3,490,14,156,31,Female,1,376.92,Basic,5.43,0.3183673469387755,Millennials,0.9743589743589742,0.18,Female - Millennials,Low Drain,Normal,10.450006674676278,Low Risk
325,iPhone 12,iOS,445,7.5,2007,78,1115,23,Male,4,267.6,Heavy,5.71,0.5555555555555556,Gen Z,0.9888888888888889,5.85,Male - Gen Z,High Drain,Normal,62.03243892671206,Medium Risk
326,OnePlus 9,Android,203,4.3,1554,54,638,25,Female,3,361.4,Regular,3.76,0.41055341055341055,Millennials,0.7868217054263567,2.32,Female - Millennials,High Drain,Normal,38.362167934855165,Low Risk
327,Samsung Galaxy S21,Android,199,6.0,1707,57,881,55,Male,3,284.5,Regular,3.49,0.5161101347393088,Gen X / Boomers,0.5527777777777778,3.42,Male - Gen X / Boomers,High Drain,Normal,47.857428914697635,Medium Risk
328,OnePlus 9,Android,48,2.0,574,18,127,24,Female,1,287.0,Basic,2.67,0.22125435540069685,Gen Z,0.4,0.36,Female - Gen Z,Low Drain,Normal,13.647043118408757,Low Risk
329,OnePlus 9,Android,88,1.6,420,12,274,31,Female,1,262.5,Basic,7.33,0.6523809523809524,Millennials,0.9166666666666665,0.19,Female - Millennials,Low Drain,Normal,12.26164731010546,Low Risk
330,iPhone 12,iOS,541,8.3,2865,89,1820,42,Female,5,345.18,Addicted,6.08,0.6352530541012217,Gen X / Boomers,1.0863453815261044,7.39,Female - Gen X / Boomers,High Drain,Normal,76.5026031237485,High Risk
331,Google Pixel 5,Android,233,4.6,1534,49,796,21,Female,3,333.48,Regular,4.76,0.5189048239895697,Gen Z,0.8442028985507247,2.25,Female - Gen Z,High Drain,Normal,39.74529435322387,Low Risk
332,iPhone 12,iOS,176,3.8,727,36,362,47,Female,2,191.32,Casual,4.89,0.49793672627235214,Gen X / Boomers,0.7719298245614035,1.37,Female - Gen X / Boomers,Low Drain,Normal,27.924976638633026,Low Risk
333,OnePlus 9,Android,191,6.0,1762,45,904,54,Male,3,293.67,Regular,4.24,0.5130533484676504,Gen X / Boomers,0.5305555555555556,2.7,Male - Gen X / Boomers,High Drain,Normal,44.4973968762515,Medium Risk
334,Google Pixel 5,Android,461,7.5,2001,69,1324,34,Female,4,266.8,Heavy,6.68,0.6616691654172914,Millennials,1.0244444444444445,5.18,Female - Millennials,High Drain,Normal,61.816179415298365,Medium Risk
335,Samsung Galaxy S21,Android,37,1.5,375,18,246,46,Female,1,250.0,Basic,2.06,0.656,Gen X / Boomers,0.41111111111111115,0.27,Female - Gen X / Boomers,Low Drain,Normal,13.41009211053264,Low Risk
336,OnePlus 9,Android,531,9.8,2905,99,1632,45,Female,5,296.43,Addicted,5.36,0.561790017211704,Gen X / Boomers,0.9030612244897959,9.7,Female - Gen X / Boomers,High Drain,Normal,82.27419570150849,High Risk
337,Samsung Galaxy S21,Android,473,7.9,2292,62,1472,44,Male,4,290.13,Heavy,7.63,0.6422338568935427,Gen X / Boomers,0.9978902953586498,4.9,Male - Gen X / Boomers,High Drain,Normal,62.806434387932185,Medium Risk
338,Samsung Galaxy S21,Android,30,1.3,561,15,252,34,Male,1,431.54,Basic,2.0,0.44919786096256686,Millennials,0.3846153846153846,0.2,Male - Millennials,Low Drain,Normal,11.90642103857963,Low Risk
339,iPhone 12,iOS,306,6.1,2267,70,1449,46,Male,4,371.64,Heavy,4.37,0.639170710189678,Gen X / Boomers,0.8360655737704918,4.27,Male - Gen X / Boomers,High Drain,Normal,58.95434521425711,Medium Risk
340,iPhone 12,iOS,64,1.2,590,13,155,30,Male,1,491.67,Basic,4.92,0.2627118644067797,Millennials,0.888888888888889,0.16,Male - Millennials,Low Drain,Normal,9.801628621011881,Low Risk
341,iPhone 12,iOS,75,1.0,435,13,223,43,Male,1,435.0,Basic,5.77,0.5126436781609195,Gen X / Boomers,1.25,0.13,Male - Gen X / Boomers,Low Drain,Normal,9.951942330796957,Low Risk
342,iPhone 12,iOS,597,10.3,2718,90,1863,26,Female,5,263.88,Addicted,6.63,0.6854304635761589,Millennials,0.9660194174757281,9.27,Female - Millennials,High Drain,Normal,83.9889200373782,High Risk
343,iPhone 12,iOS,529,10.5,2971,87,1683,56,Male,5,282.95,Addicted,6.08,0.5664759340289465,Gen X / Boomers,0.8396825396825397,9.14,Male - Gen X / Boomers,High Drain,Normal,81.58390068081698,High Risk
344,iPhone 12,iOS,290,6.0,1533,54,645,57,Female,3,255.5,Regular,5.37,0.4207436399217221,Gen X / Boomers,0.8055555555555555,3.24,Female - Gen X / Boomers,High Drain,Normal,44.112935522627154,Medium Risk
345,iPhone 12,iOS,256,5.8,1309,52,840,43,Male,3,225.69,Regular,4.92,0.6417112299465241,Gen X / Boomers,0.735632183908046,3.02,Male - Gen X / Boomers,Low Drain,Normal,45.18301962354826,Medium Risk
346,iPhone 12,iOS,308,7.7,1974,73,1431,37,Female,4,256.36,Heavy,4.22,0.7249240121580547,Millennials,0.6666666666666667,5.62,Female - Millennials,High Drain,Normal,64.98050994526766,Medium Risk
347,OnePlus 9,Android,156,3.3,1020,38,447,57,Female,2,309.09,Casual,4.11,0.43823529411764706,Gen X / Boomers,0.787878787878788,1.25,Female - Gen X / Boomers,Low Drain,Normal,27.885596048591637,Low Risk
348,Samsung Galaxy S21,Android,62,1.4,542,18,266,46,Male,1,387.14,Basic,3.44,0.4907749077490775,Gen X / Boomers,0.7380952380952382,0.25,Male - Gen X / Boomers,Low Drain,Normal,13.317047123214524,Low Risk
349,Google Pixel 5,Android,156,3.8,866,34,510,26,Male,2,227.89,Casual,4.59,0.5889145496535797,Millennials,0.6842105263157895,1.29,Male - Millennials,Low Drain,Normal,29.097049793085034,Low Risk
350,Samsung Galaxy S21,Android,303,7.4,2314,66,1387,34,Male,4,312.7,Heavy,4.59,0.5993949870354365,Millennials,0.6824324324324323,4.88,Male - Millennials,High Drain,Normal,61.33066346282206,Medium Risk
351,Samsung Galaxy S21,Android,463,6.9,2111,73,1463,54,Male,4,305.94,Heavy,6.34,0.6930364756039792,Gen X / Boomers,1.1183574879227052,5.04,Male - Gen X / Boomers,High Drain,Normal,62.698304632225344,Medium Risk
352,Google Pixel 5,Android,60,1.5,593,14,281,35,Female,1,395.33,Basic,4.29,0.47386172006745364,Millennials,0.6666666666666666,0.21,Female - Millennials,Low Drain,Normal,12.61847550393806,Low Risk
353,Google Pixel 5,Android,225,4.6,1230,52,954,20,Female,3,267.39,Regular,4.33,0.775609756097561,Gen Z,0.8152173913043479,2.39,Female - Gen Z,Low Drain,Normal,42.552663195835,Medium Risk
354,Samsung Galaxy S21,Android,379,7.5,1823,68,1075,53,Female,4,243.07,Heavy,5.57,0.589687328579265,Gen X / Boomers,0.8422222222222222,5.1,Female - Gen X / Boomers,High Drain,Normal,58.52155920437859,Medium Risk
355,OnePlus 9,Android,53,1.4,455,14,106,54,Female,1,325.0,Basic,3.79,0.23296703296703297,Gen X / Boomers,0.6309523809523809,0.2,Female - Gen X / Boomers,Low Drain,Normal,10.182619142971564,Low Risk
356,Samsung Galaxy S21,Android,30,1.9,574,19,287,45,Male,1,302.11,Basic,1.58,0.5,Gen X / Boomers,0.2631578947368421,0.36,Male - Gen X / Boomers,Low Drain,Normal,15.539046856227472,Low Risk
357,iPhone 12,iOS,291,4.1,1326,51,905,55,Female,3,323.41,Regular,5.71,0.6825037707390649,Gen X / Boomers,1.1829268292682926,2.09,Female - Gen X / Boomers,Low Drain,Normal,39.994259778400746,Low Risk
358,iPhone 12,iOS,488,9.5,2840,92,1986,48,Female,5,298.95,Addicted,5.3,0.6992957746478873,Gen X / Boomers,0.856140350877193,8.74,Female - Gen X / Boomers,High Drain,Normal,83.40608730476572,High Risk
359,Google Pixel 5,Android,74,2.0,366,13,253,44,Female,1,183.0,Basic,5.69,0.6912568306010929,Gen X / Boomers,0.6166666666666667,0.26,Female - Gen X / Boomers,Low Drain,Normal,13.645708183153117,Low Risk
360,Samsung Galaxy S21,Android,230,4.6,1325,55,845,54,Female,3,288.04,Regular,4.18,0.6377358490566037,Gen X / Boomers,0.8333333333333335,2.53,Female - Gen X / Boomers,Low Drain,Normal,42.15218261914298,Medium Risk
361,Samsung Galaxy S21,Android,517,11.8,2435,86,2208,26,Male,5,206.36,Addicted,6.01,0.9067761806981519,Millennials,0.730225988700565,10.15,Male - Millennials,High Drain,Extreme,91.92177279401949,High Risk
362,OnePlus 9,Android,557,10.4,2900,97,1609,22,Male,5,278.85,Addicted,5.74,0.5548275862068965,Gen Z,0.8926282051282051,10.09,Male - Gen Z,High Drain,Normal,83.39180349753038,High Risk
363,Xiaomi Mi 11,Android,78,1.5,341,11,259,38,Female,1,227.33,Basic,7.09,0.7595307917888563,Millennials,0.8666666666666667,0.16,Female - Millennials,Low Drain,Normal,11.445067414230408,Low Risk
364,iPhone 12,iOS,321,7.9,2159,64,1499,45,Male,4,273.29,Heavy,5.02,0.6943029180176007,Gen X / Boomers,0.6772151898734177,5.06,Male - Gen X / Boomers,High Drain,Normal,63.73688426111333,Medium Risk
365,Xiaomi Mi 11,Android,579,8.6,2539,84,1935,34,Male,5,295.23,Addicted,6.89,0.7621110673493502,Millennials,1.122093023255814,7.22,Male - Millennials,High Drain,Normal,77.3691095981845,High Risk
366,OnePlus 9,Android,382,7.2,1965,67,1341,22,Male,4,272.92,Heavy,5.7,0.6824427480916031,Gen Z,0.8842592592592592,4.82,Male - Gen Z,High Drain,Normal,60.41436390335069,Medium Risk
367,Xiaomi Mi 11,Android,516,11.6,2464,82,1767,29,Female,5,212.41,Addicted,6.29,0.7171266233766234,Millennials,0.7413793103448276,9.51,Female - Millennials,High Drain,Extreme,84.74462688559605,High Risk
368,OnePlus 9,Android,598,11.2,2876,85,2477,58,Female,5,256.79,Addicted,7.04,0.8612656467315716,Gen X / Boomers,0.8898809523809524,9.52,Female - Gen X / Boomers,High Drain,Normal,92.85062074489386,High Risk
369,OnePlus 9,Android,102,3.9,747,36,408,49,Female,2,191.54,Casual,2.83,0.5461847389558233,Gen X / Boomers,0.4358974358974359,1.4,Female - Gen X / Boomers,Low Drain,Normal,28.81097316780136,Low Risk
370,iPhone 12,iOS,165,2.4,816,35,503,34,Male,2,340.0,Casual,4.71,0.616421568627451,Millennials,1.1458333333333335,0.84,Male - Millennials,Low Drain,Normal,24.649312508343343,Low Risk
371,iPhone 12,iOS,558,9.8,2765,83,1548,25,Female,5,282.14,Addicted,6.72,0.5598553345388788,Millennials,0.9489795918367347,8.13,Female - Millennials,High Drain,Normal,76.41649979975972,High Risk
372,Google Pixel 5,Android,561,10.6,2547,86,1823,22,Male,5,240.28,Addicted,6.52,0.7157440125638006,Gen Z,0.8820754716981132,9.12,Male - Gen Z,High Drain,Normal,83.29622213322654,High Risk
373,Samsung Galaxy S21,Android,511,10.9,2514,91,2335,59,Female,5,230.64,Addicted,5.62,0.9287987271280828,Gen X / Boomers,0.7813455657492355,9.92,Female - Gen X / Boomers,High Drain,Normal,91.96275530636764,High Risk
